dossier_reference,origine,statut_traitement,statut_site,site_id,titre_source,communes_source,insee_source,adresses_source,lieux_dits_source,denominations_source,activites_codes,secteurs_codes,installations_codes,periodes_activite_codes,periodes_source_codes,localisation_statut_code,longitude_source,latitude_source,decision_rapprochement,dossier_url
IA00061066,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,93b9c10d-d6c6-4065-9d62-361803cb6b6c,briqueterie,Saint-Fulgent-des-Ormes,61388,,Tertre (Le),briqueterie,fabrication_briques,verre_ceramique_materiaux_construction,briqueterie,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.47034167869801397,48.32323130162303,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/bb8a38b9-a83d-4ec7-92a7-2a44a8f88c7f
IA00061067,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,72805116-4b4a-4dab-8204-3175bce29eb0,tuilerie,Saint-Jouin-de-Blavou,61411,,Tuilerie de Chanceaux (La),tuilerie,fabrication_tuiles,verre_ceramique_materiaux_construction,tuilerie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.5073059711818075,48.44933902842728,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/11a51e26-2ee5-4307-acbc-36aca7f66577
IA00061068,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,a8073274-ed87-48eb-8450-b809bb064c51,haut fourneau,La Madeleine-Bouvet,61241,,Moulin Renault (Le),haut fourneau,production_fonte,metallurgie_travail_metaux,haut_fourneau,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.8918782679981431,48.454418008618966,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/cdaeb9cd-1e2a-4e4e-aee0-3de9cceff0e3
IA00061070,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,ab6d9651-3066-4d76-bb82-570048f4198a,"ferme, briqueterie",Origny-le-Roux,61319,,Basse Cour (La),ferme | briqueterie,fabrication_briques,verre_ceramique_materiaux_construction,briqueterie,,avant_1789 | industrialisation_rail_vapeur,source_non_controlee,0.4182383626953623,48.337850541024636,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/445524ea-363d-4f95-b711-b25df0d35ad7
IA00061071,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,dbd0976b-5eba-42f1-a0bb-dbfc35b1c81d,usine de quincaillerie dite usine de quincaillerie Mermier Lemarchand Réunis,Tinchebray,61486,Vire (route de),,usine de quincaillerie,fabrication_quincaillerie,metallurgie_travail_metaux,usine,,industrialisation_rail_vapeur | mutations_reconversions,source_non_controlee,-0.7288990870661847,48.767361979838164,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f1782e41-84e1-4811-8c7e-bb4f5f5fe9db
IA00061072,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,8b59b207-1baa-4250-af5b-7e6e9f1df69f,usine de boulangerie dite biscuiterie de l'Abbaye,Lonlay-l'Abbaye,61232,,,usine de boulangerie,fabrication_boulangerie,agroalimentaire,usine,,modernisation_apres_guerre | mutations_reconversions,source_non_controlee,-0.7136453287932577,48.642451854962104,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/b3bd13f8-5ad4-472f-9753-b1620129c8fc
IA00061074,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,0e9c30c5-e4a6-4a89-91cd-61f01a1f592e,"tuilerie, Briqueterie",L'Aigle,61214,,Feugeret (Le),tuilerie | briqueterie,fabrication_tuiles | fabrication_briques,verre_ceramique_materiaux_construction,briqueterie | tuilerie,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.5958268458910381,48.773704305234546,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/d4b32cee-3bb8-45da-a23f-051eb6b4d33f
IA00061075,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,9c37286e-3d59-4c9a-87e7-0d7f0bd743e0,usine de chaussures,L'Aigle,61214,Bec Ham (rue de) 5,,usine de chaussures,fabrication_chaussures,textile_habillement_cuir,usine,,industrialisation_rail_vapeur,source_non_controlee,0.6267581422883676,48.76424898523118,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/6cff45d4-e7e5-4362-888c-08486684a5ce
IA00061077,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,ae3aa777-9d3d-4358-8c29-e5abe97af309,usine de quincaillerie,L'Aigle,61214,,Mérouvel,usine de quincaillerie,fabrication_quincaillerie,metallurgie_travail_metaux,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6138211080428172,48.76498994054915,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5d5cf67a-a6c8-49cd-b636-8de61c5a1c7c
IA00061078,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,f6ec7aea-7521-4e53-b45c-f79f6fb0e189,"filature, usine de quincaillerie",L'Aigle,61214,Pont du Moulin (rue du) 15,,filature | usine de quincaillerie,filature_textile | fabrication_quincaillerie,metallurgie_travail_metaux | textile_habillement_cuir,filature | usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6273430254989869,48.76575427658722,rejete_sites_distincts,https://inventaire-patrimoine.normandie.fr/dossier/318e026e-c638-45df-91c2-ca88f1affab0
IA00061079,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,ed78633a-7610-4982-9501-10cf1e650ade,"usine de quincaillerie dite Manufacture Lherminier, puis S.A. des Tréfileries Françaises, puis S.A. des Etablissements Dassonville et Fatus, puis S.A.R.L. des Etablissements Fatus et Cie",L'Aigle,61214,Pont du Moulin (rue du) 16,,usine de quincaillerie,fabrication_quincaillerie,metallurgie_travail_metaux,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.6277131716425265,48.76599557852003,rejete_sites_distincts,https://inventaire-patrimoine.normandie.fr/dossier/e8a863ae-7d94-4ee0-84d0-5c4b8c719e76
IA00061080,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,1dfc9bf4-6925-49e3-8906-8f254b1a136b,"usine de produits alimentaires, laiterie industrielle dite usine de produits alimentaires Deschamps",Échauffour,61150,,Gué Fouché (Le),usine de produits agro-alimentaires | laiterie industrielle,transformation_agroalimentaire | transformation_lait,agroalimentaire,laiterie | usine,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.39650372674955314,48.71272715378385,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/310c49b9-7d4e-4738-a2f5-efbda0a838ac
IA00061082,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,597b936c-f67f-4a7b-a553-5bbbc1840e23,"moulin à farine, moulin à huile",Sainte-Gauburge-Sainte-Colombe,61389,,Pliard,moulin à farine | moulin à huile,mouture_cereales | production_huiles_vegetales,agroalimentaire,moulin,,revolution_premiere_industrialisation,source_non_controlee,0.48128465765182726,48.73061045406867,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/fdf456a6-e2ed-4c7b-adfe-f735c0e623cb
IA00061083,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,eb0b9029-b833-4e0c-8256-73a7b9c17087,"tannerie, usine de blanchiment",L'Aigle,61214,Jetées (rue des) 15,,tannerie | usine de blanchiment,tannerie_cuir | ennoblissement_textile,textile_habillement_cuir,tannerie | usine,,industrialisation_rail_vapeur,source_non_controlee,0.6282747575667249,48.76681655273761,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/30ac1fba-4a0d-488a-bafd-22111ddf4349
IA00061084,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,01ebeb26-7c8d-405f-a7a1-25ed714ed730,usine à gaz,L'Aigle,61214,Saint Barthélémy (rue) 46,,usine à gaz,production_gaz,energie,usine_gaz,,industrialisation_rail_vapeur,source_non_controlee,0.6318770744154124,48.76722097056474,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/00fc960b-2b54-4ca7-a551-14eaa0036322
IA00061085,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,ea72cd6d-da87-4bb1-8177-55dd3531b11c,usine d'ébénisterie,L'Aigle,61214,,Mousse (La),usine d'ébénisterie,travail_bois,bois_papier_imprimerie,usine,,industrialisation_rail_vapeur,source_non_controlee,0.6160932504044726,48.769777280655425,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/09062914-4bf6-49a2-af2a-f7eb69ebcda1
IA00061086,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,188196b6-ebc1-408a-bb87-6328b3d7ef10,usine à papier,Le Theil,61484,Ceton (route de),,usine à papier,fabrication_papier,bois_papier_imprimerie,papeterie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.6889566756494094,48.26200193775046,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/37006c13-21a6-4ca9-8b80-a76fd0497710
IA00061088,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,32d50c02-8628-4d77-b806-69ec2a221002,"moulin à farine, tréfilerie dite de Brochard",Longny-au-Perche,61230,,Larry (Les),tréfilerie | moulin,trefilage_metaux | mouture_cereales | sciage_bois,agroalimentaire | bois_papier_imprimerie | metallurgie_travail_metaux,moulin | scierie | usine,,avant_1789 | industrialisation_rail_vapeur,source_non_controlee,0.6924159733179654,48.540767985998826,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/01d90608-aa52-4b05-8422-cd3c2f97f60f
IA00061089,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,74afaa7d-8d08-4318-a740-55c8b180c4d7,usine de flaconnage,L'Hôme-Chamondot,61206,,Cellerie (La),usine de flaconnage,fabrication_verre,verre_ceramique_materiaux_construction,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.7422068823818951,48.60559941612733,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/68c03c0f-982a-4ae3-bfe9-857298f34591
IA00061090,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,7734ae75-7b15-4480-8acf-fef77d7e17df,"cidrerie, distillerie, usine de fibre de bois",Le Pin-la-Garenne,61329,,Gare (La),cidrerie | distillerie | usine de fibre de bois,production_cidre | distillation_alimentaire | travail_bois,agroalimentaire | bois_papier_imprimerie,cidrerie | distillerie | usine,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.5410112184188118,48.44350782531773,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/0391153c-cd1e-4907-92a0-9cba93833378
IA00061092,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,2cb6316a-379f-4046-927c-f26476f5a107,usine de flaconnage,Saint-Evroult-Notre-Dame-du-Bois,61386,,,usine de flaconnage,fabrication_verre,verre_ceramique_materiaux_construction,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.4669244197698801,48.79192886893738,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/96cd783f-63b4-42a4-959f-112236b29d14
IA00061093,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,017dbce1-a16d-41d6-8b60-c327e2bebb9c,haut fourneau de Gaillon,Irai,61208,,Etangs (Les),haut fourneau,production_fonte,metallurgie_travail_metaux,haut_fourneau,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6633083777956861,48.646488729109954,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/e42512a0-f7e5-478c-9062-2e67aece815d
IA00061096,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,fdf96df3-c8bc-4d56-9e29-5da505a6ecaa,fenderie,Randonnai,61343,,Conturbie,fenderie,fabrication_metaux,metallurgie_travail_metaux,usine,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.6420653455632671,48.64235361273093,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/514c50b3-37f6-4b6b-a099-863c0d458669
IA00061097,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,72525cce-f9eb-43bb-8d49-10d251040355,"moulin à farine, filature, usine de quincaillerie dite usine de quincaillerie Mermier Lemarchand Réunis",Frênes,61177,,Monnerie (La),moulin à farine | filature | usine de quincaillerie,mouture_cereales | filature_textile | fabrication_quincaillerie,agroalimentaire | metallurgie_travail_metaux | textile_habillement_cuir,filature | moulin | usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,-0.6866746825634636,48.78777932593985,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1fa9c3b3-0789-42a3-a74a-09e8fd603a86
IA00061098,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,ce60cba9-8247-4468-8dc1-6aafeb7622ea,moulin à farine,Malétable,61247,,Moulin de Sevoux (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6934971337440611,48.56362939828877,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/08d5bc14-2293-422b-b819-1c4cf7285021
IA00061099,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,d4cb3c8f-0e5d-45fb-9285-27155674f755,moulin à farine dit moulin de Longny,Longny-au-Perche,61230,Chartres (rue de) 4,,moulin à farine,mouture_cereales,agroalimentaire,moulin,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.7553882797859531,48.53045456756691,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/61192eb3-696b-4b02-9238-e11f1d03d59c
IA00061100,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,6f3dbe59-47af-4426-be87-a927594e4e3c,moulin à blé,Malétable,61247,,Moulin des Sablons (Le),moulin à blé,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.6905217355197396,48.553924360791896,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1f7acc4d-e4f4-4894-ac3e-4abc263fcfaf
